crimeDate,crimeTime,crimeCode,location,description,weapon,post,district,neighborhood,Location 1,Total Incidents
01/28/2011,1839,1F,800 W PRATT ST,HOMICIDE,FIREARM,931,SOUTHERN,Hollins Market,"(39.2859400000, -76.6308100000)",1
01/24/2011,1524,1F,1700 COLE ST,HOMICIDE,FIREARM,935,SOUTHERN,New Southwest/Mount Clare,"(39.2821100000, -76.6438400000)",1
01/23/2011,2241,1F,1400 E MONUMENT ST,HOMICIDE,FIREARM,324,EASTERN,Gay Street,"(39.2982200000, -76.5990200000)",1
01/22/2011,1628,1F,400 SWALE AV,HOMICIDE,FIREARM,924,SOUTHERN,Cherry Hill,"(39.2500100000, -76.6191200000)",1
01/20/2011,1327,1F,2900 S DENHAM CIR,HOMICIDE,FIREARM,924,SOUTHERN,Cherry Hill,"(39.2443500000, -76.6269300000)",1
01/10/2011,2112,1F,3000 HARFORD RD,HOMICIDE,FIREARM,412,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3253600000, -76.5859600000)",1
01/10/2011,2341,1F,600 N CARROLLTON AV,HOMICIDE,FIREARM,713,WESTERN,Harlem Park,"(39.2956700000, -76.6371500000)",1
01/09/2011,0702,1F,300 E 33RD ST,HOMICIDE,FIREARM,515,NORTHERN,Oakenshawe,"(39.3283600000, -76.6133400000)",1
01/09/2011,2323,1F,1700 GWYNNS FALLS PKWY,HOMICIDE,FIREARM,736,WESTERN,Parkview/Woodbrook,"(39.3170600000, -76.6498900000)",1
01/09/2011,2323,1F,1700 GWYNNS FALLS PKWY,HOMICIDE,FIREARM,736,WESTERN,Parkview/Woodbrook,"(39.3170600000, -76.6498900000)",1
01/05/2011,1355,1F,2700 MAYFIELD AV,HOMICIDE,FIREARM,415,NORTHEASTERN,Belair-Edison,"(39.3241300000, -76.5756300000)",1
01/02/2011,1930,1F,5600 PLYMOUTH RD,HOMICIDE,FIREARM,424,NORTHEASTERN,Hamilton Hills,"(39.3591100000, -76.5713300000)",1
01/01/2011,0136,1K,1500 HAZEL ST,HOMICIDE,KNIFE,911,SOUTHERN,Curtis Bay,"(39.2260000000, -76.5898400000)",1
01/01/2011,1649,1F,500 N LAKEWOOD AV,HOMICIDE,FIREARM,221,SOUTHEASTERN,McElderry Park,"(39.2970000000, -76.5793900000)",1
12/31/2010,0628,1F,2400 MC ELDERRY ST,HOMICIDE,FIREARM,221,SOUTHEASTERN,McElderry Park,"(39.2976800000, -76.5828700000)",1
12/29/2010,0001,1F,5500 RICHARD AV,HOMICIDE,FIREARM,427,NORTHEASTERN,Glenham-Belhar,"(39.3519600000, -76.5604000000)",1
12/26/2010,0753,1F,2100 BOYD ST,HOMICIDE,FIREARM,836,SOUTHWESTERN,Boyd-Booth,"(39.2865300000, -76.6500300000)",1
12/25/2010,0127,1F,4100 RIDGEWOOD AV,HOMICIDE,FIREARM,624,NORTHWESTERN,West Arlington,"(39.3366600000, -76.6873900000)",1
12/23/2010,1936,1F,1000 ASHBURTON ST,HOMICIDE,FIREARM,725,WESTERN,Mosher,"(39.2998100000, -76.6617200000)",1
12/22/2010,0025,1F,3700 MT PLEASANT AV,HOMICIDE,FIREARM,224,SOUTHEASTERN,Baltimore Highlands,"(39.2909300000, -76.5663300000)",1
12/22/2010,2113,1F,2900 MATHEWS ST,HOMICIDE,FIREARM,515,NORTHERN,Better Waverly,"(39.3231100000, -76.6076200000)",1
12/18/2010,1427,1O,1800 E 29TH ST,HOMICIDE,OTHER,412,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3246500000, -76.5899200000)",1
12/18/2010,0405,1F,3100 E MONUMENT ST,HOMICIDE,FIREARM,334,EASTERN,Madison-Eastend,"(39.2992300000, -76.5729800000)",1
12/18/2010,0600,1O,1400 HOMESTEAD ST,HOMICIDE,OTHER,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3231100000, -76.5991700000)",1
12/18/2010,0619,1F,0 N LAKEWOOD AV,HOMICIDE,FIREARM,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2924600000, -76.5790000000)",1
12/18/2010,2138,1F,6000 MARJORIE LA,HOMICIDE,FIREARM,522,NORTHERN,Evesham Park,"(39.3658200000, -76.6063700000)",1
12/17/2010,1259,1O,1900 W NORTH AV,HOMICIDE,OTHER,732,WESTERN,Easterwood,"(39.3096800000, -76.6487900000)",1
12/12/2010,0453,1F,1300 N FRANKLINTOWN RD,HOMICIDE,FIREARM,812,SOUTHWESTERN,Gwynns Falls/Leakin Park,"(39.3011800000, -76.6726300000)",1
12/10/2010,1725,1F,3400 VIRGINIA AV,HOMICIDE,FIREARM,613,NORTHWESTERN,Central Park Heights,"(39.3420400000, -76.6723500000)",1
12/08/2010,1959,1F,2800 WESTWOOD AV,HOMICIDE,FIREARM,811,SOUTHWESTERN,Northwest Community Action,"(39.3081400000, -76.6649100000)",1
12/07/2010,2301,1F,5300 LOCH RAVEN BLVD,HOMICIDE,FIREARM,421,NORTHEASTERN,New Northwood,"(39.3543100000, -76.5899400000)",1
12/03/2010,1312,1O,2400 GREENMOUNT AV,HOMICIDE,OTHER,311,EASTERN,Barclay,"(39.3163000000, -76.6095100000)",1
12/03/2010,2315,1F,1900 E 30TH ST,HOMICIDE,FIREARM,412,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3254300000, -76.5890200000)",1
12/01/2010,1717,1F,200 S PAYSON ST,HOMICIDE,FIREARM,934,SOUTHERN,Carrollton Ridge,"(39.2847300000, -76.6485200000)",1
11/25/2010,1850,1K,4400 BELVIEU AV,HOMICIDE,KNIFE,626,NORTHWESTERN,West Arlington,"(39.3397300000, -76.6945300000)",1
11/24/2010,0732,1K,1800 EAGLE ST,HOMICIDE,KNIFE,935,SOUTHERN,Carrollton Ridge,"(39.2810000000, -76.6460700000)",1
11/23/2010,1048,1K,3600 BRENDAN AV,HOMICIDE,KNIFE,413,NORTHEASTERN,Belair-Edison,"(39.3181500000, -76.5673100000)",1
11/23/2010,2352,1O,4400 PLAINFIELD AV,HOMICIDE,OTHER,436,NORTHEASTERN,Frankford,"(39.3263500000, -76.5558300000)",1
11/22/2010,1429,1F,500 N LOUDON AV,HOMICIDE,FIREARM,822,SOUTHWESTERN,Allendale,"(39.2925500000, -76.6825800000)",1
11/21/2010,0341,1F,1700 AISQUITH ST,HOMICIDE,FIREARM,313,EASTERN,Oliver,"(39.3098300000, -76.6024700000)",1
11/20/2010,1655,1F,600 SWANN AV,HOMICIDE,FIREARM,823,SOUTHWESTERN,Hunting Ridge,"(39.2935100000, -76.6939500000)",1
11/19/2010,2235,1F,1500 POPLAR GROVE ST,HOMICIDE,FIREARM,814,SOUTHWESTERN,Northwest Community Action,"(39.3046400000, -76.6655500000)",1
11/18/2010,1845,1F,4700 HALDANE RD,HOMICIDE,FIREARM,436,NORTHEASTERN,Parkside,"(39.3199800000, -76.5540500000)",1
11/17/2010,1237,1F,2000 W LANVALE ST,HOMICIDE,FIREARM,724,WESTERN,Midtown-Edmondson,"(39.2975100000, -76.6493000000)",1
11/13/2010,0150,1F,1900 W BALTIMORE ST,HOMICIDE,FIREARM,711,WESTERN,Penrose/Fayette Street Outreach,"(39.2881800000, -76.6472000000)",1
11/13/2010,2151,1K,400 S EAST AV,HOMICIDE,KNIFE,224,SOUTHEASTERN,Highlandtown,"(39.2871100000, -76.5716000000)",1
11/09/2010,2330,1F,1500 ROUNDHILL RD,HOMICIDE,FIREARM,414,NORTHEASTERN,Hillen,"(39.3377600000, -76.5932100000)",1
11/06/2010,0900,1F,800 W LEXINGTON ST,HOMICIDE,FIREARM,714,WESTERN,Poppleton,"(39.2910500000, -76.6311900000)",1
11/04/2010,0235,1K,7000 MC CLEAN BLVD,HOMICIDE,KNIFE,424,NORTHEASTERN,Hamilton Hills,"(39.3711500000, -76.5669600000)",1
11/04/2010,0258,1F,200 S WOODYEAR ST,HOMICIDE,FIREARM,933,SOUTHERN,New Southwest/Mount Clare,"(39.2851600000, -76.6386900000)",1
11/03/2010,1600,1O,2200 KLOMAN ST,HOMICIDE,OTHER,922,SOUTHERN,Westport,"(39.2622900000, -76.6317400000)",1
11/02/2010,2130,1F,2500 ROBB ST,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3185800000, -76.5980600000)",1
11/01/2010,0235,1F,500 MOSHER ST,HOMICIDE,FIREARM,132,CENTRAL,Upton,"(39.3035500000, -76.6305900000)",1
10/31/2010,0250,1F,2300 BRADDISH AV,HOMICIDE,FIREARM,735,WESTERN,Panway/Braddish Avenue,"(39.3136300000, -76.6614300000)",1
10/29/2010,0400,1F,3600 FAIRVIEW AV,HOMICIDE,FIREARM,621,NORTHWESTERN,Forest Park,"(39.3230400000, -76.6786700000)",1
10/28/2010,1814,1O,400 S VINCENT ST,HOMICIDE,OTHER,935,SOUTHERN,New Southwest/Mount Clare,"(39.2829200000, -76.6428000000)",1
10/26/2010,0220,1F,4000 BARRINGTON RD,HOMICIDE,FIREARM,624,NORTHWESTERN,Dorchester,"(39.3314200000, -76.6853900000)",1
10/26/2010,0522,1F,1700 MC KEAN AV,HOMICIDE,FIREARM,732,WESTERN,Sandtown-Winchester,"(39.3080200000, -76.6472600000)",1
10/26/2010,1520,1F,3500 CARSDALE AV,HOMICIDE,FIREARM,624,NORTHWESTERN,Dorchester,"(39.3287200000, -76.6850100000)",1
10/25/2010,1735,1F,1200 N MILTON AV,HOMICIDE,FIREARM,333,EASTERN,Broadway East,"(39.3050800000, -76.5827200000)",1
10/25/2010,1802,1K,2000 E OLIVER ST,HOMICIDE,KNIFE,332,EASTERN,Broadway East,"(39.3077000000, -76.5900900000)",1
10/23/2010,1517,1F,2100 W FAYETTE ST,HOMICIDE,FIREARM,721,WESTERN,Penrose/Fayette Street Outreach,"(39.2893900000, -76.6503600000)",1
10/23/2010,2117,1F,2100 E MONUMENT ST,HOMICIDE,FIREARM,325,EASTERN,Middle East,"(39.2986600000, -76.5877600000)",1
10/16/2010,2211,1O,2800 HUDSON ST,HOMICIDE,OTHER,217,SOUTHEASTERN,Canton,"(39.2821400000, -76.5768600000)",1
10/15/2010,2358,1O,3800 GLENGYLE AV,HOMICIDE,OTHER,632,NORTHWESTERN,Fallstaff,"(39.3651000000, -76.7086900000)",1
10/13/2010,2139,1F,800 N BRICE ST,HOMICIDE,FIREARM,724,WESTERN,Midtown-Edmondson,"(39.2979000000, -76.6499800000)",1
10/11/2010,0900,1F,2600 SHIRLEY AV,HOMICIDE,FIREARM,531,NORTHERN,Greenspring,"(39.3349100000, -76.6615200000)",1
10/10/2010,0142,1F,1600 N WARWICK AV,HOMICIDE,FIREARM,735,WESTERN,Coppin Heights/Ash-Co-East,"(39.3063200000, -76.6570300000)",1
10/09/2010,0000,1F,3100 GRANTLEY RD,HOMICIDE,FIREARM,621,NORTHWESTERN,Forest Park,"(39.3229100000, -76.6778900000)",1
10/09/2010,2015,1F,4700 SHAMROCK AV,HOMICIDE,FIREARM,436,NORTHEASTERN,Parkside,"(39.3231100000, -76.5565500000)",1
10/09/2010,2015,1F,4700 SHAMROCK AV,HOMICIDE,FIREARM,436,NORTHEASTERN,Parkside,"(39.3231100000, -76.5565500000)",1
10/09/2010,2349,1F,3000 PRESBURY ST,HOMICIDE,FIREARM,811,SOUTHWESTERN,Northwest Community Action,"(39.3071200000, -76.6675700000)",1
10/08/2010,1340,1K,2600 EDISON HWY,HOMICIDE,KNIFE,413,NORTHEASTERN,Belair-Edison,"(39.3154400000, -76.5728400000)",1
10/06/2010,1142,1K,2300 SIDNEY AV,HOMICIDE,KNIFE,922,SOUTHERN,Westport,"(39.2621800000, -76.6335300000)",1
10/05/2010,2345,1F,2700 CLAFLIN CT,HOMICIDE,FIREARM,924,SOUTHERN,Cherry Hill,"(39.2469600000, -76.6289900000)",1
09/30/2010,1950,1F,800 W LEXINGTON ST,HOMICIDE,FIREARM,714,WESTERN,Poppleton,"(39.2911200000, -76.6307200000)",1
09/29/2010,2009,1F,5500 BOWLEYS LA,HOMICIDE,FIREARM,433,NORTHEASTERN,Frankford,"(39.3189300000, -76.5516200000)",1
09/28/2010,0700,1K,1900 MC KEAN AV,HOMICIDE,KNIFE,733,WESTERN,Mondawmin,"(39.3102700000, -76.6474000000)",1
09/25/2010,1709,1F,3100 CHELSEA TER,HOMICIDE,FIREARM,622,NORTHWESTERN,Concerned Citizens Of Forest Park,"(39.3232400000, -76.6829300000)",1
09/23/2010,1000,1F,1500 N BROADWAY,HOMICIDE,FIREARM,321,EASTERN,Oliver,"(39.3078900000, -76.5950300000)",1
09/22/2010,0139,1F,3200 BELAIR RD,HOMICIDE,FIREARM,412,NORTHEASTERN,Clifton Park,"(39.3207400000, -76.5747700000)",1
09/19/2010,0429,1F,2900 EDGEWOOD ST,HOMICIDE,FIREARM,621,NORTHWESTERN,Hanlon-Longwood,"(39.3208000000, -76.6768400000)",1
09/19/2010,0443,1F,1200 BONAPARTE AV,HOMICIDE,FIREARM,312,EASTERN,East Baltimore Midway,"(39.3154400000, -76.5999800000)",1
09/17/2010,1940,1O,1500 N STRICKER ST,HOMICIDE,OTHER,731,WESTERN,Sandtown-Winchester,"(39.3061600000, -76.6419200000)",1
09/16/2010,1111,1F,600 N WOLFE ST,HOMICIDE,FIREARM,324,EASTERN,Dunbar-Broadway,"(39.2975900000, -76.5908000000)",1
09/13/2010,1733,1F,1700 KANE ST,HOMICIDE,FIREARM,234,SOUTHEASTERN,Broening Manor,"(39.2729600000, -76.5358900000)",1
09/09/2010,1255,1F,2600 BAKER ST,HOMICIDE,FIREARM,735,WESTERN,Coppin Heights/Ash-Co-East,"(39.3062400000, -76.6588200000)",1
09/09/2010,0032,1O,2600 QUANTICO AV,HOMICIDE,OTHER,531,NORTHERN,Greenspring,"(39.3378600000, -76.6615300000)",1
09/07/2010,2355,1F,800 ALLENDALE ST,HOMICIDE,FIREARM,822,SOUTHWESTERN,Edgewood,"(39.2974400000, -76.6785400000)",1
09/03/2010,2212,1F,2000 BAKER ST,HOMICIDE,FIREARM,732,WESTERN,Easterwood,"(39.3065500000, -76.6502100000)",1
09/02/2010,2308,1F,500 EAST LYNNE AV,HOMICIDE,FIREARM,835,SOUTHWESTERN,Millhill,"(39.2800700000, -76.6586800000)",1
08/31/2010,0037,1F,4100 HARRIS AV,HOMICIDE,FIREARM,422,NORTHEASTERN,Belair-Parkside,"(39.3292400000, -76.5666200000)",1
08/31/2010,0139,1O,2600 REISTERSTOWN RD,HOMICIDE,OTHER,736,WESTERN,Mondawmin,"(39.3175500000, -76.6516900000)",1
08/31/2010,0200,1O,200 LIGHT ST,HOMICIDE,OTHER,112,CENTRAL,Downtown West,"(39.2862100000, -76.6135400000)",1
08/30/2010,0249,1F,2700 PARKWOOD AV,HOMICIDE,FIREARM,736,WESTERN,Parkview/Woodbrook,"(39.3144300000, -76.6452000000)",1
08/28/2010,0103,1K,3300 ANNAPOLIS RD,HOMICIDE,KNIFE,923,SOUTHERN,Cherry Hill,"(39.2498100000, -76.6394900000)",1
08/24/2010,0335,1O,700 E EAGER ST,HOMICIDE,OTHER,315,EASTERN,Johnston Square,"(39.3013900000, -76.6071300000)",1
08/21/2010,0216,1O,200 N KENWOOD AV,HOMICIDE,OTHER,221,SOUTHEASTERN,McElderry Park,"(39.2950300000, -76.5778200000)",1
08/20/2010,0140,1O,5100 QUEENSBERRY AV,HOMICIDE,OTHER,615,NORTHWESTERN,Central Park Heights,"(39.3500200000, -76.6719300000)",1
08/20/2010,2119,1F,100 N LINWOOD AV,HOMICIDE,FIREARM,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2939600000, -76.5762600000)",1
08/16/2010,0218,1F,800 W FRANKLIN ST,HOMICIDE,FIREARM,122,CENTRAL,Heritage Crossing,"(39.2945300000, -76.6306600000)",1
08/15/2010,0415,1F,400 E CHASE ST,HOMICIDE,FIREARM,313,EASTERN,Johnston Square,"(39.3026300000, -76.6103000000)",1
08/13/2010,2212,1F,3500 HORTON AV,HOMICIDE,FIREARM,912,SOUTHERN,Brooklyn,"(39.2394800000, -76.6052500000)",1
08/13/2010,2351,1F,2000 ROBB ST,HOMICIDE,FIREARM,311,EASTERN,East Baltimore Midway,"(39.3128400000, -76.6034900000)",1
08/12/2010,0155,1F,3400 GARRISON BLVD,HOMICIDE,FIREARM,624,NORTHWESTERN,Dorchester,"(39.3276900000, -76.6825200000)",1
08/12/2010,0227,1F,3100 EDISON HWY,HOMICIDE,FIREARM,415,NORTHEASTERN,Belair-Edison,"(39.3193200000, -76.5721900000)",1
08/11/2010,0022,1F,1600 N BROADWAY,HOMICIDE,FIREARM,321,EASTERN,Oliver,"(39.3086800000, -76.5950700000)",1
08/11/2010,1600,1F,1500 W LANVALE ST,HOMICIDE,FIREARM,715,WESTERN,Harlem Park,"(39.2977600000, -76.6422900000)",1
08/08/2010,1456,1F,2300 GERMANIA AV,HOMICIDE,FIREARM,312,EASTERN,Darley Park,"(39.3152900000, -76.5959000000)",1
08/07/2010,0032,1F,0 SHIPLEY ST,HOMICIDE,FIREARM,816,SOUTHWESTERN,Shipley Hill,"(39.2877200000, -76.6581200000)",1
08/07/2010,0530,1K,700 LENNOX ST,HOMICIDE,KNIFE,134,CENTRAL,Reservoir Hill,"(39.3118200000, -76.6281000000)",1
08/07/2010,1345,1O,1800 MC HENRY ST,HOMICIDE,OTHER,935,SOUTHERN,Carrollton Ridge,"(39.2842400000, -76.6461700000)",1
08/06/2010,2222,1F,2800 CLIFTON PARK TER,HOMICIDE,FIREARM,415,NORTHEASTERN,Belair-Edison,"(39.3225900000, -76.5769300000)",1
08/01/2010,1936,1F,2600 QUANTICO AV,HOMICIDE,FIREARM,531,NORTHERN,Greenspring,"(39.3378400000, -76.6613800000)",1
07/30/2010,0010,1F,5200 FLORENCE AV,HOMICIDE,FIREARM,633,NORTHWESTERN,Arlington,"(39.3481000000, -76.6792500000)",1
07/30/2010,0830,1F,1200 E NORTH AV,HOMICIDE,FIREARM,312,EASTERN,Oliver,"(39.3118300000, -76.6009900000)",1
07/29/2010,0035,1F,200 E LAFAYETTE AV,HOMICIDE,FIREARM,314,EASTERN,Greenmount West,"(39.3099400000, -76.6136300000)",1
07/29/2010,0705,1O,4200 PIMLICO RD,HOMICIDE,OTHER,612,NORTHWESTERN,Central Park Heights,"(39.3379600000, -76.6630800000)",1
07/27/2010,0001,1K,5100 HARFORD RD,HOMICIDE,KNIFE,426,NORTHEASTERN,Lauraville,"(39.3482100000, -76.5650500000)",1
07/27/2010,0405,1F,5100 WILLISTON ST,HOMICIDE,FIREARM,833,SOUTHWESTERN,Beechfield,"(39.2775900000, -76.7001700000)",1
07/25/2010,1854,1F,1500 LANHORNE CT,HOMICIDE,FIREARM,313,EASTERN,Oliver,"(39.3073100000, -76.6015800000)",1
07/25/2010,2238,1K,300 E LAFAYETTE AV,HOMICIDE,KNIFE,314,EASTERN,Greenmount West,"(39.3099700000, -76.6114100000)",1
07/25/2010,2325,1K,2600 ST PAUL ST,HOMICIDE,KNIFE,516,NORTHERN,Charles Village,"(39.3194600000, -76.6155300000)",1
07/24/2010,0426,1F,500 N LAKEWOOD AV,HOMICIDE,FIREARM,221,SOUTHEASTERN,McElderry Park,"(39.2971500000, -76.5793200000)",1
07/23/2010,2138,1F,6900 MC CLEAN BLVD,HOMICIDE,FIREARM,424,NORTHEASTERN,Hamilton Hills,"(39.3706400000, -76.5670300000)",1
07/22/2010,0947,1F,4200 10TH ST,HOMICIDE,FIREARM,913,SOUTHERN,Brooklyn,"(39.2280600000, -76.5990600000)",1
07/20/2010,0946,1K,300 N SCHROEDER ST,HOMICIDE,KNIFE,714,WESTERN,Poppleton,"(39.2925300000, -76.6340300000)",1
07/17/2010,0001,1F,3800 PARK HEIGHTS AV,HOMICIDE,FIREARM,612,NORTHWESTERN,Park Circle,"(39.3322200000, -76.6610500000)",1
07/14/2010,0359,1O,3500 ELM AV,HOMICIDE,OTHER,511,NORTHERN,Hampden,"(39.3299100000, -76.6311900000)",1
07/10/2010,0356,1F,100 W 22ND ST,HOMICIDE,FIREARM,516,NORTHERN,Old Goucher,"(39.3142100000, -76.6182300000)",1
07/07/2010,0030,1F,5200 CUTHBERT AV,HOMICIDE,FIREARM,634,NORTHWESTERN,Arlington,"(39.3468600000, -76.6814400000)",1
07/06/2010,0245,1F,1500 E HOFFMAN ST,HOMICIDE,FIREARM,322,EASTERN,Oliver,"(39.3063100000, -76.5976000000)",1
07/05/2010,0130,1F,2600 GARRETT AV,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3200600000, -76.5975600000)",1
07/04/2010,0058,1F,1000 N PATTERSON PARK AV,HOMICIDE,FIREARM,323,EASTERN,Middle East,"(39.3022100000, -76.5853800000)",1
07/04/2010,0115,1F,2400 STODDARD AL,HOMICIDE,FIREARM,733,WESTERN,Penn North,"(39.3121700000, -76.6393800000)",1
07/03/2010,2238,1F,1600 N PORT ST,HOMICIDE,FIREARM,331,EASTERN,Broadway East,"(39.3093400000, -76.5836900000)",1
07/02/2010,0300,1F,200 E BALTIMORE ST,HOMICIDE,FIREARM,111,CENTRAL,Downtown,"(39.2896300000, -76.6118500000)",1
07/01/2010,0048,1F,700 W NORTH AV,HOMICIDE,FIREARM,134,CENTRAL,Reservoir Hill,"(39.3107200000, -76.6289400000)",1
06/29/2010,2141,1F,1500 CARSWELL ST,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3232900000, -76.5964600000)",1
06/28/2010,1141,1O,5200 ST CHARLES AV,HOMICIDE,OTHER,634,NORTHWESTERN,Arlington,"(39.3446800000, -76.6830800000)",1
06/28/2010,2231,1F,2000 N WOLFE ST,HOMICIDE,FIREARM,312,EASTERN,South Clifton Park,"(39.3133000000, -76.5918300000)",1
06/27/2010,0109,1F,2600 W FAYETTE ST,HOMICIDE,FIREARM,816,SOUTHWESTERN,Shipley Hill,"(39.2888000000, -76.6591200000)",1
06/26/2010,0332,1F,3300 NOBLE ST,HOMICIDE,FIREARM,223,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2930400000, -76.5704400000)",1
06/24/2010,2146,1F,3100 WOODLAND AV,HOMICIDE,FIREARM,615,NORTHWESTERN,Central Park Heights,"(39.3460900000, -76.6697800000)",1
06/23/2010,2358,1F,500 MC MECHEN ST,HOMICIDE,FIREARM,132,CENTRAL,Upton,"(39.3043500000, -76.6315700000)",1
06/21/2010,0231,1F,400 N EAST AV,HOMICIDE,FIREARM,223,SOUTHEASTERN,Ellwood Park/Monument,"(39.2963000000, -76.5721100000)",1
06/20/2010,0900,1F,2500 WINCHESTER ST,HOMICIDE,FIREARM,725,WESTERN,Bridgeview/Greenlawn,"(39.3014900000, -76.6586300000)",1
06/19/2010,2131,1F,1900 N WASHINGTON ST,HOMICIDE,FIREARM,331,EASTERN,South Clifton Park,"(39.3124700000, -76.5904700000)",1
06/15/2010,1429,1F,700 N FULTON AV,HOMICIDE,FIREARM,722,WESTERN,Harlem Park,"(39.2966200000, -76.6457700000)",1
06/15/2010,1502,1F,2900 SPELMAN RD,HOMICIDE,FIREARM,924,SOUTHERN,Cherry Hill,"(39.2449900000, -76.6273600000)",1
06/13/2010,0128,1F,0 W EAGER ST,HOMICIDE,FIREARM,143,CENTRAL,Mount Vernon,"(39.3009700000, -76.6159900000)",1
06/12/2010,0153,1F,200 N ROSE ST,HOMICIDE,FIREARM,221,SOUTHEASTERN,McElderry Park,"(39.2949400000, -76.5813100000)",1
06/11/2010,1645,1F,1100 NEW HOPE CIR,HOMICIDE,FIREARM,211,SOUTHEASTERN,Pleasant View Gardens,"(39.2935800000, -76.6024500000)",1
06/07/2010,2115,1O,1200 N AUGUSTA AV,HOMICIDE,OTHER,821,SOUTHWESTERN,Edmondson Village,"(39.3005900000, -76.6855100000)",1
06/04/2010,0033,1K,6000 MORAVIA PARK DR,HOMICIDE,KNIFE,434,NORTHEASTERN,Frankford,"(39.3155800000, -76.5409000000)",1
06/03/2010,1600,1O,1300 RICHARDSON ST,HOMICIDE,OTHER,944,SOUTHERN,Locust Point,"(39.2703100000, -76.5905100000)",1
06/01/2010,0043,1F,500 N FULTON AV,HOMICIDE,FIREARM,722,WESTERN,Harlem Park,"(39.2940200000, -76.6455600000)",1
06/01/2010,1314,1F,1600 BRUCE CT,HOMICIDE,FIREARM,732,WESTERN,Sandtown-Winchester,"(39.3072100000, -76.6455000000)",1
05/31/2010,1037,1F,1400 GLENEAGLE RD,HOMICIDE,FIREARM,423,NORTHEASTERN,Ramblewood,"(39.3629400000, -76.5883600000)",1
05/31/2010,1808,1K,4800 TRUESDALE AV,HOMICIDE,KNIFE,433,NORTHEASTERN,Frankford,"(39.3170000000, -76.5487500000)",1
05/30/2010,1104,1F,2100 RAMSAY ST,HOMICIDE,FIREARM,835,SOUTHWESTERN,Carrollton Ridge,"(39.2829400000, -76.6503000000)",1
05/30/2010,2307,1F,0 S PULASKI ST,HOMICIDE,FIREARM,836,SOUTHWESTERN,Boyd-Booth,"(39.2879400000, -76.6500200000)",1
05/30/2010,2307,1F,0 S PULASKI ST,HOMICIDE,FIREARM,836,SOUTHWESTERN,Boyd-Booth,"(39.2879400000, -76.6500200000)",1
05/29/2010,0028,1F,2600 E MONUMENT ST,HOMICIDE,FIREARM,334,EASTERN,Madison-Eastend,"(39.2989300000, -76.5807800000)",1
05/29/2010,0115,1F,4100 PENNINGTON AV,HOMICIDE,FIREARM,911,SOUTHERN,Curtis Bay,"(39.2282800000, -76.5887800000)",1
05/29/2010,0117,1F,400 N ROSE ST,HOMICIDE,FIREARM,221,SOUTHEASTERN,McElderry Park,"(39.2957000000, -76.5814400000)",1
05/24/2010,0043,1F,900 N BELNORD AV,HOMICIDE,FIREARM,334,EASTERN,Madison-Eastend,"(39.3014800000, -76.5789600000)",1
05/20/2010,1422,1F,3000 W NORTH AV,HOMICIDE,FIREARM,811,SOUTHWESTERN,Walbrook,"(39.3091200000, -76.6678100000)",1
05/20/2010,1930,1F,4200 ELDERON AV,HOMICIDE,FIREARM,626,NORTHWESTERN,West Arlington,"(39.3417900000, -76.6897100000)",1
05/17/2010,2125,1F,200 S SPRING CT,HOMICIDE,FIREARM,212,SOUTHEASTERN,Perkins Homes,"(39.2888000000, -76.5982200000)",1
05/15/2010,0110,1K,2800 HARFORD RD,HOMICIDE,KNIFE,412,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3218200000, -76.5901700000)",1
05/14/2010,1300,1F,3300 PATON AV,HOMICIDE,FIREARM,633,NORTHWESTERN,Arlington,"(39.3489700000, -76.6773900000)",1
05/12/2010,0324,1F,4300 DAYTONA AV,HOMICIDE,FIREARM,613,NORTHWESTERN,Towanda-Grantley,"(39.3377400000, -76.6711600000)",1
05/08/2010,1752,1F,500 N COLLINGTON AV,HOMICIDE,FIREARM,325,EASTERN,CARE,"(39.2973000000, -76.5866000000)",1
05/08/2010,2224,1F,900 NORTH HILL RD,HOMICIDE,FIREARM,414,NORTHEASTERN,Ednor Gardens-Lakeside,"(39.3379100000, -76.6025100000)",1
05/08/2010,2224,1F,900 NORTH HILL RD,HOMICIDE,FIREARM,414,NORTHEASTERN,Ednor Gardens-Lakeside,"(39.3379100000, -76.6025100000)",1
05/06/2010,1306,1O,3200 THE ALAMEDA,HOMICIDE,OTHER,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3274900000, -76.5946600000)",1
05/05/2010,1524,1O,1000 W LEXINGTON ST,HOMICIDE,OTHER,714,WESTERN,Poppleton,"(39.2910100000, -76.6342400000)",1
05/05/2010,2356,1O,3700 S HANOVER ST,HOMICIDE,OTHER,912,SOUTHERN,Brooklyn,"(39.2365900000, -76.6104700000)",1
